record_id,district,crop,season,growth_stage,crop_age_days,temperature_C,humidity_pct,rainfall_mm,soil_moisture_pct,wind_speed_kmh,prev_disease_history,likely_disease,risk_level
AGR0234,Tonk,Mustard,Rabi,Vegetative,23,11.6,83.8,14.6,42.8,27.9,0,White Rust,Medium
AGR0235,Hanumangarh,Wheat,Rabi,Flowering,71,32.6,42.2,1.4,14.6,7.2,1,None,Low
AGR0236,Barmer,Bajra,Kharif,Flowering,54,32.6,58.2,8.4,20.7,13.0,0,None,Low
AGR0237,Bikaner,Wheat,Rabi,Maturity,97,8.9,36.7,10.4,23.7,1.8,0,None,Low
AGR0238,Hanumangarh,Wheat,Rabi,Flowering,53,18.7,56.1,11.3,26.8,24.3,1,Powdery Mildew,Medium
AGR0239,Barmer,Bajra,Kharif,Seedling,14,32.6,72.5,20.5,40.5,22.9,0,None,Low
AGR0240,Churu,Wheat,Rabi,Vegetative,21,32.2,76.9,16.8,43.2,3.8,0,Powdery Mildew,Medium
AGR0241,Nagaur,Chickpea,Rabi,Maturity,107,15.5,32.5,23.3,37.1,18.5,0,None,Low
AGR0242,Banswara,Maize,Kharif,Flowering,47,36.9,65.0,42.3,74.3,7.3,1,Common Rust,Medium
AGR0243,Ajmer,Chickpea,Rabi,Vegetative,26,8.0,50.7,14.3,28.1,13.4,0,None,Low
AGR0244,Bharatpur,Mustard,Rabi,Vegetative,41,31.3,35.8,13.8,28.5,14.4,1,None,Low
AGR0245,Sriganganagar,Wheat,Rabi,Flowering,53,15.6,75.2,18.8,37.3,20.5,0,Powdery Mildew,Medium
AGR0246,Nagaur,Chickpea,Rabi,Vegetative,34,31.7,69.8,5.8,26.5,19.8,0,None,Low
AGR0247,Alwar,Mustard,Rabi,Flowering,62,16.3,43.3,1.8,17.5,20.8,1,White Rust,Medium
AGR0248,Rajsamand,Maize,Kharif,Seedling,13,36.2,61.3,37.5,66.1,25.7,1,None,Low
AGR0249,Rajsamand,Maize,Kharif,Maturity,93,24.2,61.2,37.5,66.1,7.7,0,Common Rust,Medium
AGR0250,Pali,Chickpea,Rabi,Seedling,18,24.9,34.5,11.3,27.9,20.7,1,None,Low
AGR0251,Churu,Wheat,Rabi,Maturity,83,26.5,74.8,21.9,46.5,21.6,0,Powdery Mildew,Medium
AGR0252,Bharatpur,Mustard,Rabi,Flowering,54,26.1,31.7,13.4,28.1,1.1,0,White Rust,Medium
AGR0253,Sikar,Chickpea,Rabi,Maturity,93,29.8,47.6,14.1,40.5,7.8,0,None,Low
AGR0254,Bharatpur,Mustard,Rabi,Maturity,84,29.1,78.8,10.0,33.3,24.2,0,White Rust,Medium
AGR0255,Bikaner,Wheat,Rabi,Vegetative,43,15.2,59.4,21.5,50.5,9.1,0,None,Low
AGR0256,Jodhpur,Bajra,Kharif,Flowering,59,41.1,55.9,0.9,22.2,25.3,0,None,Low
AGR0257,Nagaur,Chickpea,Rabi,Maturity,94,9.9,84.6,23.8,52.6,3.8,0,None,Low
AGR0258,Nagaur,Bajra,Kharif,Vegetative,36,32.8,58.9,21.4,42.4,1.7,0,None,Low
AGR0259,Jaisalmer,Bajra,Kharif,Flowering,48,26.5,67.4,21.9,47.1,27.4,1,Ergot,Medium
AGR0260,Churu,Wheat,Rabi,Vegetative,29,29.8,70.6,13.4,41.4,23.5,1,None,Low
AGR0261,Barmer,Bajra,Kharif,Seedling,7,28.8,84.0,49.7,86.9,8.8,1,Ergot,Medium
AGR0262,Dungarpur,Maize,Kharif,Vegetative,34,35.5,90.5,45.8,79.7,20.1,0,Common Rust,Medium
AGR0263,Hanumangarh,Wheat,Rabi,Flowering,53,15.7,47.9,0.5,10.0,21.3,0,None,Low
AGR0264,Dausa,Mustard,Rabi,Vegetative,34,9.2,77.6,3.0,30.2,4.8,1,White Rust,Medium
AGR0265,Pali,Chickpea,Rabi,Flowering,54,20.9,70.6,3.5,15.7,12.3,1,Wilt,Medium
AGR0266,Jodhpur,Bajra,Kharif,Seedling,11,31.7,60.2,5.8,18.2,23.4,0,None,Low
AGR0267,Nagaur,Bajra,Kharif,Maturity,74,32.0,50.7,40.1,61.3,27.5,1,Ergot,Medium
AGR0268,Nagaur,Bajra,Kharif,Vegetative,37,34.1,74.2,43.9,68.9,26.7,1,Ergot,Medium
AGR0269,Bharatpur,Mustard,Rabi,Maturity,91,28.4,54.5,14.8,35.7,19.6,1,None,Low
AGR0270,Bikaner,Wheat,Rabi,Vegetative,37,13.2,54.6,20.7,39.7,18.3,0,None,Low
AGR0271,Jhalawar,Soybean,Kharif,Vegetative,32,30.2,81.8,5.9,35.5,11.2,0,None,Low
AGR0272,Bundi,Soybean,Kharif,Flowering,64,37.9,60.6,9.3,21.3,26.6,0,None,Low
AGR0273,Pali,Chickpea,Rabi,Maturity,101,13.7,44.4,24.2,39.1,20.6,0,None,Low
AGR0274,Nagaur,Chickpea,Rabi,Seedling,19,26.9,76.9,2.9,26.6,19.8,0,None,Low
AGR0275,Dausa,Mustard,Rabi,Vegetative,32,21.6,75.6,12.7,38.1,17.4,0,White Rust,Medium
AGR0276,Bharatpur,Mustard,Rabi,Seedling,8,20.9,56.3,19.2,43.4,17.6,1,White Rust,Medium
AGR0277,Kota,Soybean,Kharif,Maturity,84,34.7,71.6,26.6,48.8,20.9,0,None,Low
AGR0278,Barmer,Bajra,Kharif,Maturity,67,38.5,83.4,46.2,78.1,23.0,0,Ergot,Medium
AGR0279,Jaisalmer,Bajra,Kharif,Maturity,66,33.2,82.2,46.3,82.8,17.3,0,Ergot,Medium
AGR0280,Jhalawar,Soybean,Kharif,Seedling,14,38.5,83.1,27.6,47.1,6.8,1,None,Low
AGR0281,Ajmer,Chickpea,Rabi,Seedling,11,19.5,83.2,16.4,46.6,15.8,1,Wilt,Medium
AGR0282,Dausa,Mustard,Rabi,Flowering,60,33.2,62.3,13.2,38.3,21.3,0,None,Low
AGR0283,Tonk,Mustard,Rabi,Flowering,71,27.2,40.6,11.8,19.7,13.2,1,White Rust,Medium
AGR0284,Sriganganagar,Wheat,Rabi,Vegetative,42,18.2,58.5,10.3,28.3,5.6,0,None,Low
AGR0285,Barmer,Bajra,Kharif,Flowering,59,30.2,53.5,28.8,58.1,23.9,0,None,Low
AGR0286,Sriganganagar,Wheat,Rabi,Vegetative,45,27.6,49.8,2.2,20.9,5.7,1,Powdery Mildew,Medium
AGR0287,Dausa,Mustard,Rabi,Flowering,49,22.7,41.4,13.6,31.0,6.5,0,None,Low
AGR0288,Alwar,Mustard,Rabi,Flowering,73,30.9,51.8,6.1,27.8,22.7,0,None,Low
AGR0289,Sriganganagar,Wheat,Rabi,Seedling,11,17.3,36.1,14.3,37.0,16.3,0,None,Low
AGR0290,Nagaur,Bajra,Kharif,Flowering,62,36.3,61.5,22.2,45.2,7.9,0,None,Low
AGR0291,Churu,Wheat,Rabi,Vegetative,44,10.2,78.2,18.2,43.3,8.4,0,Powdery Mildew,Medium
AGR0292,Sriganganagar,Wheat,Rabi,Flowering,73,24.2,41.1,22.3,44.0,3.2,1,Powdery Mildew,Medium
AGR0293,Bundi,Soybean,Kharif,Maturity,88,22.1,74.1,29.2,56.3,16.2,0,Bacterial Pustule,Medium
AGR0294,Tonk,Mustard,Rabi,Flowering,51,9.5,47.3,12.5,24.5,6.1,1,None,Low
AGR0295,Churu,Wheat,Rabi,Maturity,98,31.6,34.8,12.2,22.4,19.4,0,None,Low
AGR0296,Alwar,Mustard,Rabi,Vegetative,32,15.1,64.3,20.7,45.7,5.3,0,None,Low
AGR0297,Bundi,Soybean,Kharif,Flowering,77,40.3,76.6,15.0,38.7,12.1,0,None,Low
AGR0298,Churu,Wheat,Rabi,Seedling,9,16.4,69.9,19.9,43.0,23.3,0,None,Low
AGR0299,Nagaur,Bajra,Kharif,Maturity,78,41.7,88.0,30.1,57.4,9.5,0,Ergot,Medium
AGR0300,Hanumangarh,Wheat,Rabi,Flowering,58,22.7,32.3,18.6,39.2,12.5,0,Powdery Mildew,Medium
AGR0301,Sriganganagar,Wheat,Rabi,Flowering,66,8.5,33.4,9.7,19.9,16.3,0,None,Low
AGR0302,Dausa,Mustard,Rabi,Vegetative,44,20.5,64.1,12.0,30.1,18.5,1,White Rust,Medium
AGR0303,Tonk,Mustard,Rabi,Flowering,74,13.9,36.2,14.9,25.7,13.6,0,None,Low
AGR0304,Jodhpur,Bajra,Kharif,Seedling,13,22.5,68.3,5.3,30.9,14.9,1,Ergot,Medium
AGR0305,Nagaur,Bajra,Kharif,Seedling,7,29.9,79.4,40.3,75.0,8.4,1,Ergot,Medium
AGR0306,Dungarpur,Maize,Kharif,Seedling,0,41.2,75.7,30.9,57.3,19.1,0,None,Low
AGR0307,Bharatpur,Mustard,Rabi,Vegetative,41,26.0,58.1,10.7,30.4,1.5,0,None,Low
AGR0308,Alwar,Mustard,Rabi,Vegetative,30,8.6,49.7,8.3,26.3,10.9,0,None,Low
AGR0309,Bundi,Soybean,Kharif,Vegetative,50,24.8,85.4,42.8,73.5,26.3,1,Rust,High
AGR0310,Churu,Wheat,Rabi,Vegetative,44,21.3,68.5,21.4,38.5,11.7,0,Powdery Mildew,Medium
AGR0311,Alwar,Mustard,Rabi,Seedling,8,16.4,81.5,12.9,42.5,13.9,0,White Rust,Medium
AGR0312,Bikaner,Wheat,Rabi,Maturity,101,12.8,35.9,21.1,32.8,17.2,0,None,Low
AGR0313,Hanumangarh,Wheat,Rabi,Vegetative,27,16.8,40.5,13.9,31.0,16.3,0,None,Low
AGR0314,Banswara,Maize,Kharif,Flowering,52,26.1,90.9,4.2,33.9,10.0,0,Common Rust,Medium
AGR0315,Baran,Soybean,Kharif,Flowering,61,35.6,63.2,41.4,68.9,20.7,1,Bacterial Pustule,Medium
AGR0316,Jaisalmer,Bajra,Kharif,Seedling,10,37.8,55.7,7.0,23.0,8.0,0,None,Low
AGR0317,Alwar,Mustard,Rabi,Seedling,13,22.0,71.1,20.9,43.2,19.7,1,White Rust,Medium
AGR0318,Bikaner,Wheat,Rabi,Vegetative,28,33.1,70.6,7.7,24.7,7.4,1,None,Low
AGR0319,Bikaner,Wheat,Rabi,Vegetative,32,26.8,40.6,2.3,11.9,14.9,0,None,Low
AGR0320,Hanumangarh,Wheat,Rabi,Maturity,92,30.2,35.6,19.8,37.3,22.7,0,None,Low
AGR0321,Alwar,Mustard,Rabi,Flowering,46,21.0,33.2,4.4,22.2,19.8,0,None,Low
AGR0322,Jodhpur,Bajra,Kharif,Maturity,72,36.2,93.1,29.1,69.1,3.5,0,Ergot,Medium
AGR0323,Nagaur,Bajra,Kharif,Maturity,70,24.4,84.6,9.2,37.1,9.2,0,Ergot,Medium
AGR0324,Bikaner,Wheat,Rabi,Seedling,13,21.2,31.4,6.2,23.8,11.4,1,None,Low
AGR0325,Udaipur,Maize,Kharif,Seedling,12,27.6,56.5,36.4,59.1,22.8,0,Common Rust,Medium
AGR0326,Barmer,Bajra,Kharif,Maturity,82,27.1,87.2,19.3,42.9,14.2,0,Ergot,Medium
AGR0327,Nagaur,Bajra,Kharif,Flowering,58,39.1,86.0,40.3,83.8,3.8,0,Ergot,Medium
AGR0328,Jodhpur,Bajra,Kharif,Vegetative,19,23.4,92.9,19.4,53.8,8.1,0,Ergot,Medium
AGR0329,Dausa,Mustard,Rabi,Vegetative,24,27.6,76.0,21.6,41.0,8.8,1,White Rust,Medium
AGR0330,Sriganganagar,Wheat,Rabi,Vegetative,39,31.0,32.3,1.2,18.9,17.5,0,None,Low
AGR0331,Dausa,Mustard,Rabi,Flowering,53,9.7,47.9,16.8,30.8,9.4,0,None,Low
AGR0332,Baran,Soybean,Kharif,Flowering,51,25.6,63.5,22.9,43.9,13.3,0,Bacterial Pustule,Medium
AGR0333,Churu,Wheat,Rabi,Vegetative,39,29.1,71.3,11.4,40.2,23.7,1,None,Low
AGR0334,Churu,Wheat,Rabi,Vegetative,27,11.1,44.0,20.7,44.8,10.6,0,None,Low
AGR0335,Churu,Wheat,Rabi,Vegetative,49,34.5,55.6,19.8,35.4,11.3,1,Powdery Mildew,Medium
AGR0336,Hanumangarh,Wheat,Rabi,Flowering,52,19.5,51.1,18.0,44.3,15.3,0,Powdery Mildew,Medium
AGR0337,Nagaur,Chickpea,Rabi,Maturity,93,33.5,43.8,2.5,20.5,11.0,0,None,Low
AGR0338,Barmer,Bajra,Kharif,Seedling,1,34.3,91.3,17.3,44.2,18.3,0,Ergot,Medium
AGR0339,Tonk,Mustard,Rabi,Seedling,8,17.5,63.9,22.1,44.5,6.5,0,None,Low
AGR0340,Hanumangarh,Wheat,Rabi,Flowering,78,18.9,84.6,21.7,59.0,15.8,0,Powdery Mildew,Medium
AGR0341,Alwar,Mustard,Rabi,Vegetative,26,21.9,45.7,12.9,21.4,23.7,0,None,Low
AGR0342,Alwar,Mustard,Rabi,Seedling,1,26.5,46.0,5.0,26.7,7.4,0,None,Low
AGR0343,Bikaner,Wheat,Rabi,Flowering,53,12.6,35.3,10.5,27.4,3.2,0,Powdery Mildew,Medium
AGR0344,Bharatpur,Mustard,Rabi,Flowering,53,12.6,60.1,4.1,25.5,1.8,0,None,Low
AGR0345,Bharatpur,Mustard,Rabi,Maturity,87,16.6,42.1,12.9,28.8,2.9,0,None,Low
AGR0346,Barmer,Bajra,Kharif,Vegetative,16,37.0,93.5,37.2,82.5,14.9,1,Ergot,Medium
AGR0347,Jodhpur,Bajra,Kharif,Seedling,14,39.2,83.4,0.5,36.2,11.0,0,None,Low
AGR0348,Sriganganagar,Wheat,Rabi,Seedling,20,31.0,49.0,0.9,12.7,20.9,0,None,Low
AGR0349,Alwar,Mustard,Rabi,Maturity,106,29.7,38.8,13.4,30.8,5.4,0,None,Low
AGR0350,Barmer,Bajra,Kharif,Flowering,64,36.4,63.0,15.8,47.2,23.7,1,None,Low
AGR0351,Tonk,Mustard,Rabi,Flowering,73,20.9,66.8,10.1,28.2,8.3,1,White Rust,Medium
AGR0352,Ajmer,Chickpea,Rabi,Vegetative,31,24.9,38.5,9.3,23.9,5.9,0,None,Low
AGR0353,Jaisalmer,Bajra,Kharif,Vegetative,18,35.9,95.3,49.8,93.4,12.6,0,Ergot,Medium
AGR0354,Hanumangarh,Wheat,Rabi,Seedling,8,14.8,54.4,21.2,31.7,5.8,1,Powdery Mildew,Medium
AGR0355,Churu,Wheat,Rabi,Vegetative,46,33.7,48.8,24.6,48.3,23.5,1,Powdery Mildew,Medium
AGR0356,Jaisalmer,Bajra,Kharif,Flowering,52,38.2,65.3,0.4,14.6,10.7,1,None,Low
AGR0357,Sriganganagar,Wheat,Rabi,Flowering,53,16.1,32.1,12.6,25.7,11.3,1,Powdery Mildew,Medium
AGR0358,Nagaur,Bajra,Kharif,Flowering,52,34.7,79.8,6.0,36.9,27.4,1,Ergot,Medium
AGR0359,Pali,Chickpea,Rabi,Maturity,103,13.0,54.5,12.2,19.0,22.8,1,None,Low
AGR0360,Jaisalmer,Bajra,Kharif,Vegetative,31,24.0,70.6,31.4,62.8,6.0,0,Ergot,Medium
AGR0361,Alwar,Mustard,Rabi,Seedling,3,24.9,80.8,24.9,64.3,0.9,0,White Rust,Medium
AGR0362,Jodhpur,Bajra,Kharif,Vegetative,39,26.7,64.9,20.0,40.8,6.8,0,None,Low
AGR0363,Dausa,Mustard,Rabi,Vegetative,44,13.5,82.5,23.0,55.2,1.3,1,Alternaria Blight,High
AGR0364,Bharatpur,Mustard,Rabi,Vegetative,27,17.1,52.3,6.0,29.6,17.6,1,White Rust,Medium
AGR0365,Ajmer,Chickpea,Rabi,Seedling,0,25.3,76.8,18.5,37.3,15.2,0,Wilt,Medium
AGR0366,Tonk,Mustard,Rabi,Vegetative,40,25.6,45.1,14.8,35.1,13.7,0,None,Low
AGR0367,Dungarpur,Maize,Kharif,Vegetative,30,24.7,61.6,14.6,41.1,25.9,0,None,Low
AGR0368,Nagaur,Chickpea,Rabi,Flowering,78,14.2,45.9,9.2,28.0,18.6,0,None,Low
AGR0369,Sriganganagar,Wheat,Rabi,Seedling,14,11.2,82.5,21.6,51.1,16.2,0,Powdery Mildew,Medium
AGR0370,Sriganganagar,Wheat,Rabi,Seedling,10,26.2,30.9,8.5,14.5,22.3,0,None,Low
AGR0371,Bikaner,Wheat,Rabi,Vegetative,26,10.1,45.5,14.6,38.1,7.2,1,Powdery Mildew,Medium
AGR0372,Sriganganagar,Wheat,Rabi,Maturity,88,33.2,37.2,19.9,35.2,14.2,0,None,Low
AGR0373,Churu,Wheat,Rabi,Vegetative,40,28.3,47.1,12.9,25.1,24.0,0,None,Low
AGR0374,Nagaur,Bajra,Kharif,Flowering,46,31.3,67.3,26.8,50.8,20.1,0,None,Low
AGR0375,Churu,Wheat,Rabi,Flowering,54,20.0,81.6,7.4,35.2,13.3,0,Powdery Mildew,Medium
AGR0376,Tonk,Mustard,Rabi,Vegetative,38,28.4,67.9,21.6,38.5,27.9,1,White Rust,Medium
AGR0377,Kota,Soybean,Kharif,Flowering,74,30.5,55.3,1.5,18.5,20.4,0,None,Low
AGR0378,Bikaner,Wheat,Rabi,Maturity,83,31.6,42.1,4.0,15.3,1.7,0,None,Low
AGR0379,Jhalawar,Soybean,Kharif,Maturity,84,38.5,64.9,20.1,50.3,14.1,0,None,Low
AGR0380,Bikaner,Wheat,Rabi,Seedling,13,30.7,65.8,15.4,28.8,4.9,0,None,Low
AGR0381,Bikaner,Wheat,Rabi,Seedling,9,21.9,69.3,24.3,54.6,5.6,0,None,Low
AGR0382,Barmer,Bajra,Kharif,Vegetative,21,22.2,53.6,18.8,45.7,23.0,0,None,Low
AGR0383,Jaisalmer,Bajra,Kharif,Flowering,55,22.1,71.9,16.5,32.2,1.5,0,Ergot,Medium
AGR0384,Pali,Chickpea,Rabi,Flowering,60,20.2,44.0,8.8,15.2,19.8,0,None,Low
AGR0385,Barmer,Bajra,Kharif,Maturity,70,32.4,56.0,48.1,83.4,17.8,0,Ergot,Medium
AGR0386,Bundi,Soybean,Kharif,Maturity,85,37.3,53.8,2.4,14.5,0.5,0,None,Low
AGR0387,Hanumangarh,Wheat,Rabi,Flowering,56,13.1,52.8,23.4,59.4,12.8,0,Powdery Mildew,Medium
AGR0388,Sriganganagar,Wheat,Rabi,Flowering,78,15.8,60.9,2.8,12.6,17.1,1,Powdery Mildew,Medium
AGR0389,Baran,Soybean,Kharif,Flowering,79,33.4,88.0,49.3,86.4,7.0,1,Rust,High
AGR0390,Bundi,Soybean,Kharif,Vegetative,35,32.2,93.6,39.3,75.1,13.6,0,Bacterial Pustule,Medium
AGR0391,Dungarpur,Maize,Kharif,Vegetative,37,40.9,52.7,46.5,70.6,1.4,0,None,Low
AGR0392,Bharatpur,Mustard,Rabi,Vegetative,36,22.8,79.0,6.6,33.9,13.2,0,White Rust,Medium
AGR0393,Bharatpur,Mustard,Rabi,Flowering,50,16.8,82.4,20.6,52.0,19.9,0,White Rust,Medium
AGR0394,Kota,Soybean,Kharif,Vegetative,37,33.8,89.4,19.6,49.5,12.5,0,Bacterial Pustule,Medium
AGR0395,Tonk,Mustard,Rabi,Flowering,58,27.7,49.7,1.6,11.8,2.1,1,White Rust,Medium
AGR0396,Sikar,Chickpea,Rabi,Flowering,77,11.1,77.8,11.8,42.7,20.0,1,Wilt,Medium
AGR0397,Nagaur,Chickpea,Rabi,Maturity,83,18.6,44.2,8.7,26.8,22.2,0,None,Low
AGR0398,Tonk,Mustard,Rabi,Vegetative,33,24.9,81.6,17.0,45.5,16.0,0,White Rust,Medium
AGR0399,Kota,Soybean,Kharif,Vegetative,37,34.2,95.2,39.4,78.8,0.7,1,Rust,High
AGR0400,Kota,Soybean,Kharif,Flowering,62,32.7,83.0,37.4,73.6,6.0,0,Bacterial Pustule,Medium
AGR0401,Churu,Wheat,Rabi,Vegetative,31,31.4,82.6,5.9,28.1,24.7,0,None,Low
AGR0402,Pali,Chickpea,Rabi,Flowering,69,10.6,33.1,3.2,16.6,1.6,1,Wilt,Medium
AGR0403,Tonk,Mustard,Rabi,Vegetative,44,30.8,33.2,6.8,15.4,2.9,1,None,Low
AGR0404,Bundi,Soybean,Kharif,Maturity,93,27.9,54.3,33.4,60.4,3.7,1,Bacterial Pustule,Medium
AGR0405,Bharatpur,Mustard,Rabi,Flowering,56,31.0,74.9,0.3,21.9,25.1,0,None,Low
AGR0406,Nagaur,Chickpea,Rabi,Vegetative,49,8.8,43.2,0.8,17.0,9.4,0,None,Low
AGR0407,Bharatpur,Mustard,Rabi,Maturity,93,21.9,73.8,8.4,30.1,19.8,0,None,Low
AGR0408,Bikaner,Wheat,Rabi,Flowering,75,13.1,71.3,5.9,31.8,4.0,0,Powdery Mildew,Medium
AGR0409,Ajmer,Chickpea,Rabi,Flowering,69,13.0,40.0,12.8,22.5,23.7,0,None,Low
AGR0410,Churu,Wheat,Rabi,Vegetative,41,10.1,68.9,16.4,40.5,24.4,1,Powdery Mildew,Medium
AGR0411,Bharatpur,Mustard,Rabi,Seedling,4,14.6,54.8,23.1,49.1,18.5,1,White Rust,Medium
AGR0412,Udaipur,Maize,Kharif,Flowering,49,29.8,56.3,13.1,34.9,16.3,0,None,Low
AGR0413,Udaipur,Maize,Kharif,Maturity,97,36.4,56.0,30.0,53.8,15.4,0,None,Low
AGR0414,Nagaur,Bajra,Kharif,Maturity,76,32.3,83.1,41.9,84.2,9.0,0,Ergot,Medium
AGR0415,Nagaur,Bajra,Kharif,Vegetative,30,39.8,57.7,8.7,32.9,7.5,1,None,Low
AGR0416,Tonk,Mustard,Rabi,Maturity,96,11.2,42.7,2.7,20.3,23.0,0,None,Low
AGR0417,Churu,Wheat,Rabi,Flowering,57,11.8,71.1,1.2,26.1,26.6,1,Powdery Mildew,Medium
AGR0418,Dausa,Mustard,Rabi,Seedling,16,27.2,30.4,19.1,36.0,14.4,0,None,Low
AGR0419,Jaisalmer,Bajra,Kharif,Flowering,49,37.6,75.1,32.1,69.3,22.0,0,Ergot,Medium
AGR0420,Baran,Soybean,Kharif,Maturity,92,30.1,50.1,42.5,63.9,10.7,1,Bacterial Pustule,Medium
AGR0421,Bundi,Soybean,Kharif,Maturity,99,31.9,50.4,24.6,49.7,27.6,0,None,Low
AGR0422,Jhalawar,Soybean,Kharif,Flowering,66,27.6,69.0,34.4,63.8,22.8,0,Bacterial Pustule,Medium
AGR0423,Sriganganagar,Wheat,Rabi,Seedling,19,19.3,47.0,23.4,40.3,19.0,1,Powdery Mildew,Medium
AGR0424,Tonk,Mustard,Rabi,Maturity,86,11.2,33.8,12.1,24.2,6.2,0,None,Low
AGR0425,Hanumangarh,Wheat,Rabi,Vegetative,44,14.9,78.3,2.2,27.2,20.0,0,Powdery Mildew,Medium
AGR0426,Alwar,Mustard,Rabi,Vegetative,31,15.3,71.8,18.1,39.0,0.2,0,White Rust,Medium
AGR0427,Alwar,Mustard,Rabi,Maturity,92,21.7,37.7,21.7,41.7,24.4,0,None,Low
AGR0428,Ajmer,Chickpea,Rabi,Maturity,94,19.3,54.4,7.6,24.9,20.1,1,None,Low
AGR0429,Dausa,Mustard,Rabi,Flowering,73,17.7,44.7,10.8,26.8,2.6,1,White Rust,Medium
AGR0430,Sriganganagar,Wheat,Rabi,Maturity,84,28.2,30.7,16.1,35.3,5.1,1,Powdery Mildew,Medium
AGR0431,Churu,Wheat,Rabi,Maturity,115,14.3,65.0,24.8,49.9,21.8,0,None,Low
AGR0432,Baran,Soybean,Kharif,Vegetative,29,26.5,58.4,43.3,77.2,12.4,0,Bacterial Pustule,Medium
AGR0433,Jodhpur,Bajra,Kharif,Seedling,12,24.7,91.4,40.8,73.8,27.5,0,Ergot,Medium
AGR0434,Sriganganagar,Wheat,Rabi,Vegetative,37,32.6,76.8,1.3,19.1,2.9,1,Powdery Mildew,Medium
AGR0435,Bikaner,Wheat,Rabi,Vegetative,28,23.4,59.2,11.4,30.0,11.1,0,None,Low
AGR0436,Jaisalmer,Bajra,Kharif,Seedling,5,30.6,77.3,0.1,10.0,7.3,1,None,Low
AGR0437,Hanumangarh,Wheat,Rabi,Vegetative,25,22.0,69.7,4.4,30.7,15.3,1,Powdery Mildew,Medium
AGR0438,Kota,Soybean,Kharif,Flowering,64,36.3,71.3,1.4,17.9,12.6,0,None,Low
AGR0439,Jodhpur,Bajra,Kharif,Vegetative,38,27.9,94.6,6.2,32.7,18.3,0,Ergot,Medium
AGR0440,Bikaner,Wheat,Rabi,Seedling,10,9.4,54.5,13.8,36.5,8.3,0,None,Low
AGR0441,Sriganganagar,Wheat,Rabi,Maturity,90,20.3,39.0,7.6,21.4,17.4,1,None,Low
AGR0442,Udaipur,Maize,Kharif,Seedling,20,28.0,93.2,31.4,63.4,12.3,0,Turcicum Blight,High
AGR0443,Bharatpur,Mustard,Rabi,Vegetative,22,9.0,57.5,19.1,30.0,7.4,1,None,Low
AGR0444,Dausa,Mustard,Rabi,Vegetative,23,29.8,43.8,20.6,44.4,2.4,0,None,Low
AGR0445,Baran,Soybean,Kharif,Vegetative,45,39.3,74.0,14.8,43.6,7.4,1,None,Low
AGR0446,Sikar,Chickpea,Rabi,Flowering,53,19.7,84.9,5.5,42.3,2.9,0,Wilt,Medium
AGR0447,Dungarpur,Maize,Kharif,Maturity,78,33.7,73.5,26.2,50.5,18.7,0,None,Low
AGR0448,Bundi,Soybean,Kharif,Maturity,88,27.3,93.7,21.8,47.0,3.6,1,Rust,High
AGR0449,Bharatpur,Mustard,Rabi,Vegetative,27,28.0,65.4,7.9,34.1,17.4,1,White Rust,Medium
AGR0450,Hanumangarh,Wheat,Rabi,Seedling,3,13.9,54.5,22.5,42.4,3.7,0,None,Low
AGR0451,Bundi,Soybean,Kharif,Maturity,81,29.7,89.4,48.5,88.2,12.7,1,Rust,High
AGR0452,Jaisalmer,Bajra,Kharif,Seedling,12,32.1,77.5,46.6,87.3,24.0,1,Ergot,Medium
AGR0453,Dausa,Mustard,Rabi,Flowering,50,12.6,54.0,11.6,32.1,22.1,0,None,Low
AGR0454,Pali,Chickpea,Rabi,Maturity,89,24.3,66.0,25.0,50.6,2.1,0,Wilt,Medium
AGR0455,Hanumangarh,Wheat,Rabi,Flowering,54,14.0,52.4,8.7,27.3,0.6,1,Powdery Mildew,Medium
AGR0456,Bharatpur,Mustard,Rabi,Flowering,53,10.5,67.5,22.0,38.5,14.4,0,White Rust,Medium
AGR0457,Hanumangarh,Wheat,Rabi,Vegetative,22,22.6,44.0,19.2,41.8,21.1,0,None,Low
AGR0458,Bharatpur,Mustard,Rabi,Seedling,3,23.9,41.7,2.4,21.3,1.8,1,None,Low
AGR0459,Sriganganagar,Wheat,Rabi,Vegetative,26,24.0,75.4,21.5,51.1,13.0,0,Powdery Mildew,Medium
AGR0460,Bikaner,Wheat,Rabi,Vegetative,28,29.2,82.1,6.9,25.3,11.1,0,None,Low
AGR0461,Bikaner,Wheat,Rabi,Seedling,12,33.1,48.6,22.8,41.3,27.5,1,None,Low
AGR0462,Nagaur,Bajra,Kharif,Maturity,67,35.2,89.2,37.5,79.0,19.6,0,Ergot,Medium
AGR0463,Jaisalmer,Bajra,Kharif,Seedling,2,28.1,52.7,17.2,33.6,18.7,1,None,Low
AGR0464,Jaisalmer,Bajra,Kharif,Flowering,56,24.1,50.6,7.0,29.5,20.0,1,Ergot,Medium
AGR0465,Dungarpur,Maize,Kharif,Flowering,62,41.5,97.2,24.7,59.1,24.3,0,Common Rust,Medium
AGR0466,Dausa,Mustard,Rabi,Flowering,55,27.9,57.6,14.3,38.0,3.8,0,White Rust,Medium
AGR0467,Churu,Wheat,Rabi,Vegetative,26,33.3,49.4,11.2,26.2,18.8,0,None,Low
AGR0468,Pali,Chickpea,Rabi,Seedling,1,17.0,44.0,15.8,32.6,0.7,0,None,Low
